序号,汉字,声调,拼音,2075北京话音系,UntPhesoca宽,UntPhesoca严,Standard Chinese (Beijing),Standard Chinese (Beijing)严,胡裕树《现代汉语》,黄伯荣、廖序东《现代汉语》,钱乃荣《现代汉语》,吴宗济,赵元任《汉语口语语法》,《汉语方音字汇》
12459,蠐,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12460,鬐,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12461,騹,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12462,魕,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12463,鰭,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12464,玂,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12465,麡,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12466,荠,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12467,荠,0,qi,t͡sʰi̞0·,t͡ɕʰi0·,t͡ɕʰi0·,tɕʰi0·,tɕʰi0·,tɕʻi0·,tɕʻi0·,tɕʻi0·,tɕʻi0·,tɕʰi0·,tɕʻi0·
12468,荠,4,ji,t͡si̞˥˧·,t͡ɕi˥˩·,d̥͡ʑ̥i˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·,tɕi˥˩·
12469,薺,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12470,扺,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12471,耆,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12472,鯕,2,qi,t͡sʰi̞˧˦·,t͡ɕʰi˧˥·,t͡ɕʰi˧˥·,tɕʰi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʻi˧˥·,tɕʰi˧˥·,tɕʻi˧˥·
12473,袳,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12474,乞,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12475,邔,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12476,企,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12477,屺,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12478,岂,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12479,芑,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12480,启,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12481,呇,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12482,杞,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12483,玘,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12484,盀,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12485,唘,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12486,豈,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12487,起,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12488,啓,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12489,啔,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12490,啟,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12491,绮,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12492,棨,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12493,綮,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12494,綺,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12495,諬,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12496,簯,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12497,闙,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12498,梩,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12499,婍,3,qi,t͡sʰi̞˨˩̰·,t͡ɕʰi˨˩˦·,t͡ɕʰi˨˩˦·,tɕʰi˨˩˧·,tɕʰi˨˩˧·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʻi˨˩˦·,tɕʰi˨˩˦·,tɕʻi˨˩˦·
12500,鼜,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12501,悽,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12502,槭,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12503,气,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12504,气,0,qi,t͡sʰi̞0·,t͡ɕʰi0·,t͡ɕʰi0·,tɕʰi0·,tɕʰi0·,tɕʻi0·,tɕʻi0·,tɕʻi0·,tɕʻi0·,tɕʰi0·,tɕʻi0·
12505,讫,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12506,気,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12507,汔,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12508,迄,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12509,弃,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12510,汽,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12511,芞,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12512,呮,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12513,泣,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12514,炁,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12515,盵,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12516,咠,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12517,契,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12518,砌,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12519,栔,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12520,氣,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12521,訖,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12522,唭,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12523,夡,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12524,棄,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12525,湆,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12526,湇,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12527,葺,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12528,碛,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12529,摖,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12530,暣,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12531,甈,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12532,碶,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12533,噐,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12534,憇,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12535,器,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12536,憩,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12537,磜,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12538,磧,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12539,磩,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12540,罊,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12541,趞,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12542,洓,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12543,慼,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12544,欫,4,qi,t͡sʰi̞˥˧·,t͡ɕʰi˥˩·,t͡ɕʰi˥˩·,tɕʰi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʻi˥˩·,tɕʰi˥˩·,tɕʻi˥˩·
12545,掐,1,qia,t͡sʰjɜ˥·,t͡ɕʰja˥·,t͡ɕʰjä˥·,tɕʰia˥·,tɕʰia˥·,tɕʻia˥·,tɕʻiᴀ˥·,tɕʻiᴀ˥·,tɕʻiᴀ˥·,tɕʰiᴀ˥·,tɕʻiᴀ˥·
